ico,of,kpf,npf,dv,dz,esak,esa,kpp,nacek,nace
26427389,Alcon Pharmaceuticals (Czech Republic) s.r.o.,112,Společnost s ručením omezeným,2001-01-15,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
26433087,"INSTAMA, s.r.o.",112,Společnost s ručením omezeným,2001-02-08,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,43220,"Instalace vody, odpadu, plynu, topení a klimatizace"
26439395,"První certifikační autorita, a.s.",121,Akciová společnost,2001-03-12,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,69100,Právní činnosti
26440318,WALTER Graphtek CZ s.r.o.,112,Společnost s ručením omezeným,2001-03-15,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
26440709,"DOMAFIT FITNESS, s.r.o.",112,Společnost s ručením omezeným,2001-04-14,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,46490,Velkoobchod s ostatními výrobky převážně pro domácnost
26441381,LMC s.r.o.,112,Společnost s ručením omezeným,2001-03-21,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,250 - 499 zaměstnanců,63110,Činnosti související se zpracováním dat a hostingem
26444569,AUTODÍLY ŠPINDLER HOLDING a.s.,121,Akciová společnost,2001-04-04,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,45200,"Opravy a údržba motorových vozidel, kromě motocyklů"
26448831,VEMEX s.r.o.,112,Společnost s ručením omezeným,2001-04-25,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,4671,"Velkoobchod s pevnými, kapalnými a plynnými palivy a příbuznými výrobky"
26450691,MAKRO Cash & Carry ČR s.r.o.,112,Společnost s ručením omezeným,2001-05-16,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,3000 - 3999 zaměstnanců,46390,"Nespecializovaný velkoobchod s potravinami, nápoji a tabákovými výrobky"
26454807,"Havel, Holásek & Partners s.r.o., advokátní kancelář",112,Společnost s ručením omezeným,2001-06-01,,11002,Nefinanční podniky soukromé národní,200 - 249 zaměstnanců,69100,Právní činnosti
26456061,"TIBBIS, s.r.o.",112,Společnost s ručením omezeným,2001-05-28,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46690,Velkoobchod s ostatními stroji a zařízením
26463318,"OTE, a.s.",121,Akciová společnost,2001-07-02,,11001,Nefinanční podniky veřejné,50 - 99 zaměstnanců,82990,Ostatní podpůrné činnosti pro podnikání j. n.
26475677,ATAK - Úklidový servis s.r.o.,112,Společnost s ručením omezeným,2001-09-19,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,81210,Všeobecný úklid budov
26475821,"Genomac výzkumný ústav, s.r.o.",112,Společnost s ručením omezeným,2001-09-01,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,8690,Ostatní činnosti související se zdravotní péčí
26485524,"Dallmayr Vending & Office, k.s.",113,Společnost komanditní,2001-10-24,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,100 - 199 zaměstnanců,46370,"Velkoobchod s kávou, čajem, kakaem a kořením"
26492385,K - Service s.r.o.,112,Společnost s ručením omezeným,2001-12-10,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,25720,Výroba zámků a kování
26493233,Target Pictures Production s.r.o.,112,Společnost s ručením omezeným,2001-11-26,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,73110,Činnosti reklamních agentur
26499223,EMC Czech Republic s.r.o.,112,Společnost s ručením omezeným,2001-12-17,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,62020,Poradenství v oblasti informačních technologií
26504642,AC Centrum Praha s.r.o.,112,Společnost s ručením omezeným,2002-01-14,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,43220,"Instalace vody, odpadu, plynu, topení a klimatizace"
26513960,Grant Thornton Advisory s.r.o.,112,Společnost s ručením omezeným,2002-02-25,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,70220,Ostatní poradenství v oblasti podnikání a řízení
26517213,Z.s. TAP,706,Spolek,2001-01-22,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,94996,"Činnosti organizací na ochranu a zlepšení postavení etnických, menšinových a jiných speciálních skupin"
26519313,Veteran Car Club Ostrava,706,Spolek,2001-02-12,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26521342,Římskokatolická farnost Troskotovice,721,Církevní organizace,1983-01-25,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,94910,Činnosti náboženských organizací
26525003,Jihomoravská rada dětí a mládeže,706,Spolek,2001-02-14,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26528088,Sportovní hokejový klub mládeže Hodonín,706,Spolek,2001-03-27,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26531003,Young Life Česká republika o.s.,706,Spolek,2001-04-09,,15002,Neziskové instituce sloužící domácnostem soukromé národní,6 - 9 zaměstnanců,94991,Činnosti organizací dětí a mládeže
26533952,z.s. InternetPoradna.cz,706,Spolek,2001-06-21,,15002,Neziskové instituce sloužící domácnostem soukromé národní,10 - 19 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26536625,"Fotbal 88, z.s.",706,Spolek,2001-07-03,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
26537001,Jihočeský triatlon,706,Spolek,2001-06-27,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26538181,"Pro Vás, z.s.",706,Spolek,2001-07-30,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,94991,Činnosti organizací dětí a mládeže
26540690,"ANNA KK, z. s. (Asociace nevládních neziskových aktivit Karlovarského kraje)",706,Spolek,2001-08-13,,15002,Neziskové instituce sloužící domácnostem soukromé národní,6 - 9 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26548526,"POST BELLUM, o.p.s.",141,Obecně prospěšná společnost,2001-11-29,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,8559,Ostatní vzdělávání j. n.
26562391,Plzeňští - spolek šermířů a přátel historie,706,Spolek,2009-04-08,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26574721,"Každý koš pomáhá, o.s.",706,Spolek,2008-12-18,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26579294,"""Historický spolek města Bíliny""",706,Spolek,2008-11-11,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26588579,OBČANSKÉ SDRUŽENÍ VĚTROV VYSOKÉ NAD JIZEROU,706,Spolek,2002-04-12,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,900,"Tvůrčí, umělecké a zábavní činnosti"
26593548,Centrum pro zdravotně postižené Moravskoslezského kraje o.p.s.,141,Obecně prospěšná společnost,2002-06-13,,15002,Neziskové instituce sloužící domácnostem soukromé národní,50 - 99 zaměstnanců,94996,"Činnosti organizací na ochranu a zlepšení postavení etnických, menšinových a jiných speciálních skupin"
26598035,PRAGUE SECURITY STUDIES INSTITUTE,706,Spolek,2002-06-18,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,85599,Jiné vzdělávání j. n.
26604205,"Masopust, z.s.",706,Spolek,2002-10-07,,15002,Neziskové instituce sloužící domácnostem soukromé národní,10 - 19 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26607255,"""Hluboká baseball & softball club, z.s.""",706,Spolek,2002-11-07,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93120,Činnosti sportovních klubů
26612429,Občanské sdružení STŘÍPKY,706,Spolek,2003-01-14,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26617013,"Bunkr, o.p.s.",141,Obecně prospěšná společnost,2003-01-20,,15002,Neziskové instituce sloužící domácnostem soukromé národní,10 - 19 zaměstnanců,94991,Činnosti organizací dětí a mládeže
26623820,"Krajská rada dětí a mládeže Karlovarska, z. s., zkráceně KRDMK",706,Spolek,2003-03-21,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,94991,Činnosti organizací dětí a mládeže
26629437,"Národní strojírenský klastr, z.s.",706,Spolek,2003-05-19,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,94120,Činnosti profesních organizací
26633582,"Otevřená OKNA, z. ú.",161,Ústav,2003-06-09,,15002,Neziskové instituce sloužící domácnostem soukromé národní,25 - 49 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26634813,KFV ROUB VÍTKOVICE,706,Spolek,2003-07-16,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
26636328,Občanské sdružení D.R.A.K. z.s.,706,Spolek,2003-07-15,,15002,Neziskové instituce sloužící domácnostem soukromé národní,50 - 99 zaměstnanců,94993,Činnosti organizací na podporu rekreační a zájmové činnosti
26639173,BC BOWLAND Olomouc z.s.,706,Spolek,2003-08-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26640601,"Centrum pro rozvoj péče o duševní zdraví Moravskoslezského kraje, z. s.",706,Spolek,2003-09-05,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26649322,"ČESKÁ HASIČSKÁ SPORTOVNÍ FEDERACE, o.s.",706,Spolek,2003-12-10,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26654989,"Sportovní klub FIT & FUN Ostrava, z.s.",706,Spolek,2004-03-04,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93120,Činnosti sportovních klubů
26658437,"VIZ - CENTRUM ""spolek""",706,Spolek,2004-03-23,,15002,Neziskové instituce sloužící domácnostem soukromé národní,10 - 19 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26660385,FK Turnov z.s.,706,Spolek,2004-04-01,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,93110,Provozování sportovních zařízení
26660571,"Společnost Mana, o.p.s.",141,Obecně prospěšná společnost,2004-04-08,,15002,Neziskové instituce sloužící domácnostem soukromé národní,6 - 9 zaměstnanců,94996,"Činnosti organizací na ochranu a zlepšení postavení etnických, menšinových a jiných speciálních skupin"
26667924,"Pamatováček, o.p.s.",141,Obecně prospěšná společnost,2004-06-25,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26668084,"Folklórní soubor Marjánek, z. s.",706,Spolek,2004-06-25,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,90030,Umělecká tvorba
26678004,"Místní akční skupina svatého Jana z Nepomuku, z.s.",706,Spolek,2004-10-26,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
26682443,"DYNEX LABORATORIES, s.r.o.",112,Společnost s ručením omezeným,2002-03-25,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,46460,Velkoobchod s farmaceutickými výrobky
26684055,"Komunální technika, s.r.o.",112,Společnost s ručením omezeným,2002-03-11,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,45190,"Obchod s ostatními motorovými vozidly, kromě motocyklů"
26689707,"SUNCAD, s.r.o.",112,Společnost s ručením omezeným,2002-04-15,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,71129,Ostatní inženýrské činnosti a související technické poradenství j. n.
26694638,ORBIX s.r.o.,112,Společnost s ručením omezeným,2002-04-29,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,79110,Činnosti cestovních agentur
26697904,BARIA s.r.o.,112,Společnost s ručením omezeným,2002-05-22,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,46900,Nespecializovaný velkoobchod
26700778,Dräger Safety s.r.o.,112,Společnost s ručením omezeným,2002-05-29,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,25 - 49 zaměstnanců,46520,Velkoobchod s elektronickým a telekomunikačním zařízením a jeho díly
26704277,"Opava Development Company, a.s.",121,Akciová společnost,2002-06-05,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,Neuvedeno,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
26704391,"CLASIC CZ, spol. s r.o.",112,Společnost s ručením omezeným,2002-07-09,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,27510,Výroba elektrických spotřebičů převážně pro domácnost
26707276,Temposervis CZ a.s.,121,Akciová společnost,2002-06-24,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,45200,"Opravy a údržba motorových vozidel, kromě motocyklů"
26708451,"Maltézská pomoc, o.p.s.",141,Obecně prospěšná společnost,2002-06-26,,15002,Neziskové instituce sloužící domácnostem soukromé národní,100 - 199 zaměstnanců,8899,Ostatní ambulantní nebo terénní sociální služby j. n.
26714124,"Kolektory Praha, a.s.",121,Akciová společnost,2002-07-17,,11001,Nefinanční podniky veřejné,100 - 199 zaměstnanců,6820,Pronájem a správa vlastních nebo pronajatých nemovitostí
26721511,Nadace ČEZ,117,Nadace,2002-08-28,,15002,Neziskové instituce sloužící domácnostem soukromé národní,10 - 19 zaměstnanců,94999,Činnosti ostatních organizací j. n.
26723727,"HAGS Praha, s.r.o.",112,Společnost s ručením omezeným,2002-09-04,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
26735172,"Vyšehradská 20, s.r.o.",112,Společnost s ručením omezeným,2002-11-05,,11002,Nefinanční podniky soukromé národní,Neuvedeno,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
26735865,Alpiq Generation (CZ) s.r.o.,112,Společnost s ručením omezeným,2002-11-11,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,250 - 499 zaměstnanců,35110,Výroba elektřiny
26738384,CONFESS Research s.r.o.,112,Společnost s ručením omezeným,2002-11-20,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,73200,Průzkum trhu a veřejného mínění
26744881,FOBZ a.s.,121,Akciová společnost,2003-01-06,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
26751305,"ASTRON studio CZ, a.s.",121,Akciová společnost,2003-02-03,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,18130,Příprava tisku a digitálních dat
26756102,"NAVIGA 4, s.r.o.",112,Společnost s ručením omezeným,2003-03-10,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,70220,Ostatní poradenství v oblasti podnikání a řízení
26757052,"MEDIATEL, spol. s r.o.",112,Společnost s ručením omezeným,2003-02-05,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,250 - 499 zaměstnanců,63120,Činnosti související s webovými portály
26765306,"BARVY A LAKY HOSTIVAŘ, a.s.",121,Akciová společnost,2003-03-05,,11002,Nefinanční podniky soukromé národní,250 - 499 zaměstnanců,46730,"Velkoobchod se dřevem, stavebními materiály a sanitárním vybavením"
26778921,"TZB- Plus, spol. s r.o.",112,Společnost s ručením omezeným,2003-04-30,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,7112,Inženýrské činnosti a související technické poradenství
26787385,"UNIMETAL - engineering, s.r.o.",112,Společnost s ručením omezeným,2002-11-14,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,43220,"Instalace vody, odpadu, plynu, topení a klimatizace"
26788675,MOBIKO plus a.s.,121,Akciová společnost,2002-11-21,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,4221,Výstavba inženýrských sítí pro kapaliny a plyny
26792711,SILNICE.CZ s. r. o.,112,Společnost s ručením omezeným,2003-01-16,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,42110,Výstavba silnic a dálnic
26796228,KARIREAL a.s.,121,Akciová společnost,2003-02-03,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,45200,"Opravy a údržba motorových vozidel, kromě motocyklů"
26803291,FROS ZPS s.r.o.,112,Společnost s ručením omezeným,2003-03-26,,11002,Nefinanční podniky soukromé národní,200 - 249 zaměstnanců,46442,Velkoobchod s pracími a čisticími prostředky
26807947,BDSTAV MORAVA s.r.o.,112,Společnost s ručením omezeným,2003-05-23,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,4120,Výstavba bytových a nebytových budov
26812380,ELEKTROSLUŽBY ŠUMPERK s.r.o.,112,Společnost s ručením omezeným,2003-07-18,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,27900,Výroba ostatních elektrických zařízení
26812576,BUVI Promotion s. r. o.,112,Společnost s ručením omezeným,2003-07-23,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,461,Zprostředkování velkoobchodu a velkoobchod v zastoupení
26816121,CANIS SAFETY a.s.,121,Akciová společnost,2003-08-27,,11002,Nefinanční podniky soukromé národní,500 - 999 zaměstnanců,4642,Velkoobchod s oděvy a obuví
26826925,HAGEMANN a.s.,121,Akciová společnost,2004-02-02,,11002,Nefinanční podniky soukromé národní,100 - 199 zaměstnanců,45200,"Opravy a údržba motorových vozidel, kromě motocyklů"
26829941,RAL PNEU s.r.o.,112,Společnost s ručením omezeným,2004-03-15,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,45200,"Opravy a údržba motorových vozidel, kromě motocyklů"
26831198,AP PROGRESS CZ s.r.o.,112,Společnost s ručením omezeným,2004-04-07,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,45320,"Maloobchod s díly a příslušenstvím pro motorová vozidla, kromě motocyklů"
26833620,FT Technologies a.s.,121,Akciová společnost,2004-05-03,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,27900,Výroba ostatních elektrických zařízení
26842149,Vzdělávací a komunitní centrum Integra Vsetín o.p.s.,141,Obecně prospěšná společnost,2004-10-19,,15002,Neziskové instituce sloužící domácnostem soukromé národní,6 - 9 zaměstnanců,8559,Ostatní vzdělávání j. n.
26843935,"Z + M Partner, spol. s r.o.",112,Společnost s ručením omezeným,2004-11-02,,11002,Nefinanční podniky soukromé národní,500 - 999 zaměstnanců,95110,Opravy počítačů a periferních zařízení
26846888,FLAME System s.r.o.,112,Společnost s ručením omezeným,2004-11-22,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,46730,"Velkoobchod se dřevem, stavebními materiály a sanitárním vybavením"
26848007,ZÁVODNÝ ELEKTRO s.r.o.,112,Společnost s ručením omezeným,2004-12-23,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,27900,Výroba ostatních elektrických zařízení
26849305,CARPNEU s.r.o.,112,Společnost s ručením omezeným,2004-12-22,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,45200,"Opravy a údržba motorových vozidel, kromě motocyklů"
26849631,ZOWADA s.r.o.,112,Společnost s ručením omezeným,2004-12-20,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,4120,Výstavba bytových a nebytových budov
26849836,MSS - projekt s.r.o.,112,Společnost s ručením omezeným,2005-01-07,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,7112,Inženýrské činnosti a související technické poradenství
26861283,Famos - Přerovská vodoinstalační spol. s r.o.,112,Společnost s ručením omezeným,2005-05-28,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,43220,"Instalace vody, odpadu, plynu, topení a klimatizace"
26861836,HOKEJOVÝ KLUB - HC VÍTKOVICE STEEL a.s.,121,Akciová společnost,2005-05-16,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,93120,Činnosti sportovních klubů
26869551,CLINITEX s.r.o.,112,Společnost s ručením omezeným,2005-09-01,,11002,Nefinanční podniky soukromé národní,50 - 99 zaměstnanců,14120,Výroba pracovních oděvů
26869977,"STAVBY VAPE, s.r.o.",112,Společnost s ručením omezeným,2005-09-08,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,4120,Výstavba bytových a nebytových budov
26871068,Vsetínská nemocnice a.s.,121,Akciová společnost,2005-09-20,,13130,Místní vládní instituce,500 - 999 zaměstnanců,86100,Ústavní zdravotní péče
26873265,"SOUŽITÍ 2005, o.p.s.",141,Obecně prospěšná společnost,2005-11-02,,15002,Neziskové instituce sloužící domácnostem soukromé národní,10 - 19 zaměstnanců,8899,Ostatní ambulantní nebo terénní sociální služby j. n.
26901161,"J plus Z servis, s.r.o.",112,Společnost s ručením omezeným,2003-07-15,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,45200,"Opravy a údržba motorových vozidel, kromě motocyklů"
26909243,PANEP CZ s.r.o.,112,Společnost s ručením omezeným,2003-10-24,,11002,Nefinanční podniky soukromé národní,20 - 24 zaměstnanci,46460,Velkoobchod s farmaceutickými výrobky
26912791,"BAJER group, s.r.o.",112,Společnost s ručením omezeným,2003-12-03,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,22230,Výroba plastových výrobků pro stavebnictví
26913216,"Správa a údržba silnic Slovácka, s.r.o.",112,Společnost s ručením omezeným,2003-12-08,,11001,Nefinanční podniky veřejné,50 - 99 zaměstnanců,81290,Ostatní úklidové činnosti
26913453,"Správa a údržba silnic Zlínska, s.r.o.",112,Společnost s ručením omezeným,2003-12-11,,11001,Nefinanční podniky veřejné,50 - 99 zaměstnanců,81290,Ostatní úklidové činnosti
26916631,"SPAME, s.r.o.",112,Společnost s ručením omezeným,2004-02-05,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,33200,Instalace průmyslových strojů a zařízení
26917581,JV PROJEKT VH s.r.o.,112,Společnost s ručením omezeným,2004-01-29,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,711,Architektonické a inženýrské činnosti a související technické poradenství
26917891,Zbyněk Lazar s.r.o.,112,Společnost s ručením omezeným,2004-02-02,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,46690,Velkoobchod s ostatními stroji a zařízením
26921677,STAVIMAL s.r.o.,112,Společnost s ručením omezeným,2004-03-17,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,4120,Výstavba bytových a nebytových budov
26925974,Nemocnice Boskovice s.r.o.,112,Společnost s ručením omezeným,2004-04-22,,13130,Místní vládní instituce,500 - 999 zaměstnanců,86100,Ústavní zdravotní péče
26929660,MALÁČ s.r.o.,112,Společnost s ručením omezeným,2004-06-02,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,257,"Výroba nožířských výrobků, nástrojů a železářských výrobků"
26932211,"STAREZ - SPORT, a.s.",121,Akciová společnost,2004-06-21,,11001,Nefinanční podniky veřejné,100 - 199 zaměstnanců,93110,Provozování sportovních zařízení
26935287,"SAFE TREES, s.r.o.",112,Společnost s ručením omezeným,2004-08-02,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,7490,"Ostatní profesní, vědecké a technické činnosti j. n."
26936364,"KRONOSPAN OSB, spol. s r.o.",112,Společnost s ručením omezeným,2004-08-04,,11003,Nefinanční podniky soukromé pod zahraniční kontrolou,50 - 99 zaměstnanců,16210,Výroba dýh a desek na bázi dřeva
26936453,STUDIO 6.15 s.r.o.,112,Společnost s ručením omezeným,2004-08-12,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,731,Reklamní činnosti
26942097,OBALY VYSOČINA s.r.o.,112,Společnost s ručením omezeným,2004-11-11,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
26943344,"ALEX kovový a školní nábytek, s.r.o.",112,Společnost s ručením omezeným,2004-10-22,,11002,Nefinanční podniky soukromé národní,1 - 5 zaměstnanců,46900,Nespecializovaný velkoobchod
26950421,HLAVA - STAVBY s.r.o.,112,Společnost s ručením omezeným,2004-12-17,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,4120,Výstavba bytových a nebytových budov
26954834,VZD INVEST s.r.o.,112,Společnost s ručením omezeným,2005-01-20,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,711,Architektonické a inženýrské činnosti a související technické poradenství
26956683,RIVA SERVIS s.r.o.,112,Společnost s ručením omezeným,2005-03-09,,11002,Nefinanční podniky soukromé národní,6 - 9 zaměstnanců,4399,Ostatní specializované stavební činnosti j. n.
26956756,LIGNOMETAL s.r.o.,112,Společnost s ručením omezeným,2005-02-21,,11002,Nefinanční podniky soukromé národní,10 - 19 zaměstnanců,31010,Výroba kancelářského nábytku a zařízení obchodů
26961873,"UniCab, s.r.o.",112,Společnost s ručením omezeným,2005-03-21,,11002,Nefinanční podniky soukromé národní,25 - 49 zaměstnanců,42220,Výstavba inženýrských sítí pro elektřinu a telekomunikace
26986965,"OSTRAVA SQUASH KLUB, o.s.",706,Spolek,2005-01-07,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,93120,Činnosti sportovních klubů
26994305,Piloti v Beskydech,706,Spolek,2005-03-24,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
27007090,"MAS Aktivios, z.s.",706,Spolek,2005-08-25,,15002,Neziskové instituce sloužící domácnostem soukromé národní,1 - 5 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
27011801,"Azylové centrum Prostějov, o.p.s.",141,Obecně prospěšná společnost,2005-10-04,,15002,Neziskové instituce sloužící domácnostem soukromé národní,10 - 19 zaměstnanců,94996,"Činnosti organizací na ochranu a zlepšení postavení etnických, menšinových a jiných speciálních skupin"
27019896,"Žebřík, z. s.",706,Spolek,2005-12-29,,15002,Neziskové instituce sloužící domácnostem soukromé národní,6 - 9 zaměstnanců,9499,Činnosti ostatních organizací sdružujících osoby za účelem prosazování společných zájmů j. n.
27020665,Česká leukemická skupina - pro život,706,Spolek,2006-02-13,,15002,Neziskové instituce sloužící domácnostem soukromé národní,Neuvedeno,94996,"Činnosti organizací na ochranu a zlepšení postavení etnických, menšinových a jiných speciálních skupin"
